#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
9711,118523792,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240320,-
9711,118526444,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,LOW QUALITY PROTEIN: leptin receptor,20240320,-
9711,118528988,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9711,118530347,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240320,-
9713,102730220,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240310,-
9713,102733904,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240310,-
9713,102736764,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9713,102741188,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240310,-
9715,118004422,MC4R,-,-,EnsemblRapid:ENSMLOG00005019523,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240320,-
9715,118005676,PPARG,GH733_003170,-,EnsemblRapid:ENSMLOG00005014164,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240320,-
9715,118006925,ADIPOQ,GH733_002885,-,EnsemblRapid:ENSMLOG00005006450,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240320,-
9715,118019308,LEPR,GH733_015265,-,EnsemblRapid:ENSMLOG00005011736,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240320,-
9715,118023782,FTO,-,-,EnsemblRapid:ENSMLOG00005016211,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9716,123833546,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240502,-
9716,123852319,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240502,-
9716,123855464,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240426,-
9716,123859519,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240502,-
9716,123863533,ADIPOQ,-,Acrp30|Acrp30p,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20241203,-
9720,116633564,ADIPOQ,-,-,EnsemblRapid:ENSPVHG00000014254,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240318,-
9720,116637036,PPARG,-,Nr1c3,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma|nuclear transcription factor,20240318,-
9720,116643755,MC4R,-,-,EnsemblRapid:ENSPVHG00000019684,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240318,-
9720,116644504,FTO,-,-,EnsemblRapid:ENSPVHG00000018015,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9720,116646342,LEPR,-,-,EnsemblRapid:ENSPVHG00000002684,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240318,-
9728,132417136,FTO,-,-,-,20,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20241029,-
9728,132424158,ADIPOQ,-,-,-,4,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20241029,-
9728,132432523,PPARG,-,-,-,10,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20241030,-
9728,132432646,LEPR,-,-,-,1,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20241030,-
9728,132436650,MC4R,-,-,-,13,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20241030,-
9731,115840290,FTO,-,-,EnsemblRapid:ENSGMEG00000019121,19,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20241128,-
9731,115855711,ADIPOQ,-,-,EnsemblRapid:ENSGMEG00000004428,4,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20241128,-
9731,115858230,LEPR,-,-,EnsemblRapid:ENSGMEG00000012341,1,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20241202,-
9731,115859380,MC4R,-,-,EnsemblRapid:ENSGMEG00000010754,13,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20241202,-
9731,132593255,PPARG,-,-,-,11,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20241202,-
9733,101274081,FTO,-,-,EnsemblRapid:ENSOORG00010006072,20,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9733,101274578,MC4R,-,-,EnsemblRapid:ENSOORG00010006187,15,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240308,-
9733,101276633,LEPR,-,-,EnsemblRapid:ENSOORG00010005910,1,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240308,-
9733,101284849,ADIPOQ,-,-,EnsemblRapid:ENSOORG00010017209,5,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240308,-
9739,101324186,ADIPOQ,-,-,EnsemblRapid:ENSTTRG00000029663,4,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240308,-
9739,101325994,LEPR,-,-,EnsemblRapid:ENSTTRG00000016297,1,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240308,-
9739,101330551,FTO,-,-,EnsemblRapid:ENSTTRG00000012713,19,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO|fat mass and obesity associated,20240411,-
9739,101331732,MC4R,-,-,EnsemblRapid:ENSTTRG00000009814,13,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240308,-
9742,136122198,ADIPOQ,-,-,EnsemblRapid:ENSPPHG00015008339,4,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20250129,-
9742,136128454,LEPR,-,-,EnsemblRapid:ENSPPHG00015008317,1,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20250129,-
9742,136130061,PPARG,-,-,EnsemblRapid:ENSPPHG00015018687,10,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20250129,-
9742,136132700,MC4R,-,-,-,13,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240801,-
9742,136140759,FTO,-,-,EnsemblRapid:ENSPPHG00015008715,20,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20250129,-
9749,111164996,FTO,-,-,Ensembl:ENSDLEG00000007239,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9749,111175546,ADIPOQ,-,-,Ensembl:ENSDLEG00000014304,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin|C1Q and collagen domain containing adiponectin,20240315,-
9749,111178451,LEPR,-,-,Ensembl:ENSDLEG00000021320,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240315,-
9749,111180149,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240315,-
9755,102975745,FTO,-,-,Ensembl:ENSPCTG00005012518,17,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20250114,-
9755,102981580,MC4R,-,-,Ensembl:ENSPCTG00005007712,19,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20250115,-
9755,102986482,ADIPOQ,-,-,Ensembl:ENSPCTG00005010931,1,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20250114,-
9755,102986529,PPARG,-,-,Ensembl:ENSPCTG00005006236,18,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20250115,-
9755,102996324,LEPR,-,-,Ensembl:ENSPCTG00005022108,4,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20250115,-
9764,137753183,FTO,-,-,EnsemblRapid:ENSEROG00015008595,19,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240925,-
9764,137761100,LEPR,-,-,EnsemblRapid:ENSEROG00015004825,3,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240925,-
9764,137765667,ADIPOQ,-,-,EnsemblRapid:ENSEROG00015004691,6,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240925,-
9764,137772975,PPARG,-,-,EnsemblRapid:ENSEROG00015015255,12,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240925,-
9764,137776640,MC4R,-,-,EnsemblRapid:ENSEROG00015009507,14,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20241203,-
9767,103001028,LEPR,-,-,-,1,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20241203,-
9767,103012177,MC4R,-,-,-,13,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240311,-
9767,103012864,ADIPOQ,-,-,-,4,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin|C1Q and collagen domain containing adiponectin,20240311,-
9767,103013413,PPARG,-,-,-,10,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240311,-
9767,103017580,FTO,-,-,-,19,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9771,118879954,MC4R,-,-,EnsemblRapid:ENSBMSG00010012174,14,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240320,-
9771,118885525,FTO,-,-,EnsemblRapid:ENSBMSG00010016324,19,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9771,118894399,ADIPOQ,-,-,EnsemblRapid:ENSBMSG00010009114,4,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240320,-
9771,118903688,PPARG,-,-,EnsemblRapid:ENSBMSG00010010135,11,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240320,-
9771,118905414,LEPR,-,-,EnsemblRapid:ENSBMSG00010003228,1,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240320,-
9785,100654408,PPARG,-,-,EnsemblRapid:ENSLAFG00000030870,22,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240411,-
9785,100655838,ADIPOQ,-,ADID,EnsemblRapid:ENSLAFG00000042098,1,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin|adiponectin D,20240411,-
9785,100665796,LEPR,-,-,EnsemblRapid:ENSLAFG00000003592,3,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240411,-
9785,100676350,FTO,-,-,EnsemblRapid:ENSLAFG00000015645,21,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20241203,-
9785,100677251,MC4R,-,-,EnsemblRapid:ENSLAFG00000021525,11,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240411,-
9793,106822519,FTO,-,-,Ensembl:ENSEASG00005018288,28,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20241226,-
9793,106829341,PPARG,-,-,Ensembl:ENSEASG00005014732,21,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20241226,-
9793,106832542,ADIPOQ,-,-,Ensembl:ENSEASG00005033942,5,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20241225,-
9793,106838762,LEPR,-,-,Ensembl:ENSEASG00005008026,16,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20241226,-
9793,106842731,MC4R,-,-,Ensembl:ENSEASG00005002685,7,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20241225,-
9796,100050469,MC4R,-,-,VGNC:VGNC:20022|Ensembl:ENSECAG00000001712,8,-,melanocortin 4 receptor,protein-coding,MC4R,melanocortin 4 receptor,O,melanocortin receptor 4,20241218,-
9796,100051258,PPARG,-,-,VGNC:VGNC:21716|Ensembl:ENSECAG00000016664,16,-,peroxisome proliferator activated receptor gamma,protein-coding,PPARG,peroxisome proliferator activated receptor gamma,O,peroxisome proliferator-activated receptor gamma|peroxisome proliferative activated receptor gamma,20241219,-
9796,100059500,ADIPOQ,-,ADID,VGNC:VGNC:15120|Ensembl:ENSECAG00000002962,19,-,"adiponectin, C1Q and collagen domain containing",protein-coding,ADIPOQ,"adiponectin, C1Q and collagen domain containing",O,adiponectin|adiponectin D,20241218,-
9796,100060565,FTO,-,-,VGNC:VGNC:18149|Ensembl:ENSECAG00000022922,3,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,FTO,FTO alpha-ketoglutarate dependent dioxygenase,O,alpha-ketoglutarate-dependent dioxygenase FTO|fat mass and obesity associated,20241218,-
9796,100069504,LEPR,-,-,VGNC:VGNC:19633|Ensembl:ENSECAG00000013863,5,-,leptin receptor,protein-coding,LEPR,leptin receptor,O,leptin receptor,20241219,-
9798,103541667,ADIPOQ,-,-,-,18,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20241230,-
9798,103546527,FTO,-,-,-,3,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20241230,-
9798,103554547,PPARG,-,-,-,15,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20250101,-
9798,103565805,MC4R,-,-,-,7,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20250101,-
9798,103565964,LEPR,-,-,-,24,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20250101,-
9823,396836,LEPR,-,-,VGNC:VGNC:89685|Ensembl:ENSSSCG00000025188,6,-,leptin receptor,protein-coding,LEPR,leptin receptor,O,leptin receptor|LEP-R|OB receptor|OB-R,20240817,-
9823,397359,MC4R,-,-,VGNC:VGNC:103125|Ensembl:ENSSSCG00000051798,1,-,melanocortin 4 receptor,protein-coding,MC4R,melanocortin 4 receptor,O,melanocortin receptor 4|MC4-R|melanocortin-4 receptor MC4R,20241207,-
9823,397660,ADIPOQ,-,ACDC|ACRP30|ADN|APM1,VGNC:VGNC:85140|Ensembl:ENSSSCG00000039103,13,-,"adiponectin, C1Q and collagen domain containing",protein-coding,ADIPOQ,"adiponectin, C1Q and collagen domain containing",O,adiponectin,20241205,-
9823,397671,PPARG,-,NR1C3,VGNC:VGNC:91684|Ensembl:ENSSSCG00000011579,13,-,peroxisome proliferator activated receptor gamma,protein-coding,PPARG,peroxisome proliferator activated receptor gamma,O,peroxisome proliferator-activated receptor gamma|PPAR-gamma|nuclear receptor subfamily 1 group C member 3|peroxisome proliferator activatived receptor gamma|peroxisome proliferator-activated receptor gamma 1|peroxisome proliferator-activated receptor gamma 2,20241203,-
9823,100127165,FTO,-,-,VGNC:VGNC:88259|Ensembl:ENSSSCG00000035949,6,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,FTO,FTO alpha-ketoglutarate dependent dioxygenase,O,alpha-ketoglutarate-dependent dioxygenase FTO|fat mass and obesity associated protein,20240817,-
9837,105064555,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240313,-
9837,105067470,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240313,-
9837,105072334,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240313,-
9837,105073909,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240313,-
9837,105075728,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9838,105085843,ADIPOQ,Cadr_000000552,-,-,2,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240606,-
9838,105088991,MC4R,Cadr_000027615,-,-,28,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4|Melanocortin receptor 4,20240419,-
9838,105093103,PPARG,Cadr_000020699,-,-,17,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240419,-
9838,105097513,FTO,-,-,-,9,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240419,-
9838,105107130,LEPR,Cadr_000014055,-,-,14,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240419,-
9860,122675865,ADIPOQ,-,-,EnsemblRapid:ENSCESG00005016010,19,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240322,-
9860,122677035,LEPR,-,-,EnsemblRapid:ENSCESG00005018809,20,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240322,-
9860,122682798,PPARG,-,-,EnsemblRapid:ENSCESG00005016279,24,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240322,-
9860,122684819,MC4R,-,-,EnsemblRapid:ENSCESG00005012807,27,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240322,-
9860,122691715,FTO,-,-,EnsemblRapid:ENSCESG00005008618,4,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9874,110124204,PPARG,-,-,EnsemblRapid:ENSOVIG00010005346,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20250122,-
9874,110124506,FTO,-,-,EnsemblRapid:ENSOVIG00010022375,20,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20250122,-
9874,110127499,LEPR,-,-,EnsemblRapid:ENSOVIG00010016574,5,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20250122,-
9874,110142105,MC4R,-,-,EnsemblRapid:ENSOVIG00010008032,22,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20250122,-
9874,110152125,ADIPOQ,-,-,EnsemblRapid:ENSOVIG00010008422,4,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20250122,-
9886,136160983,FTO,-,-,-,2,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240626,-
9886,136163825,LEPR,-,-,-,1,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240626,-
9886,136167685,MC4R,-,-,-,4,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240801,-
9886,136167869,PPARG,-,-,-,4,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20241203,-
9886,136173202,ADIPOQ,-,-,-,8,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20241203,-
9906,133230173,FTO,-,-,-,18,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9906,133237812,MC4R,-,-,-,24,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240329,-
9906,133244463,LEPR,-,-,-,3,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240329,-
9906,133245821,ADIPOQ,-,-,-,1,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240329,-
9913,281300,MC4R,-,-,VGNC:VGNC:31295|BGD:BT10785|EnsemblRapid:ENSBTAG00070023857,24,-,melanocortin 4 receptor,protein-coding,MC4R,melanocortin 4 receptor,O,melanocortin receptor 4|MC4-R,20250130,-
9913,281993,PPARG,-,-,VGNC:VGNC:33183|BGD:BT12230,22,-,peroxisome proliferator activated receptor gamma,protein-coding,PPARG,peroxisome proliferator activated receptor gamma,O,"peroxisome proliferator-activated receptor gamma|PPAR-gamma|nuclear receptor subfamily 1 group C member 3|peroxisome proliferative activated receptor, gamma|peroxisome proliferator activated receptor gamma 2",20250101,-
9913,282865,ADIPOQ,-,ACRP30|ADID|APM1,VGNC:VGNC:25677|BGD:BT11980|EnsemblRapid:ENSBTAG00070028026,1,-,"adiponectin, C1Q and collagen domain containing",protein-coding,ADIPOQ,"adiponectin, C1Q and collagen domain containing",O,"adiponectin|30 kDa adipocyte complement-related protein|adipocyte complement related 30kDa protein|adipocyte complement related protein of 30 kDa|adipocyte complement-related 30 kDa protein|adipocyte, C1q and collagen domain-containing protein|adiponectin D|adipose most abundant gene transcript 1 protein|apM-1",20250130,-
9913,497205,LEPR,-,Ob-R|Ob-RM,VGNC:VGNC:30843|BGD:BT11244|EnsemblRapid:ENSBTAG00070001796,3,-,leptin receptor,protein-coding,LEPR,leptin receptor,O,leptin receptor|OB receptor,20250130,-
9913,618622,FTO,-,-,VGNC:VGNC:29138|EnsemblRapid:ENSBTAG00070019787,18,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,FTO,FTO alpha-ketoglutarate dependent dioxygenase,O,alpha-ketoglutarate-dependent dioxygenase FTO|fat mass and obesity associated,20250130,-
9915,109556197,LEPR,-,-,-,3,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20250115,-
9915,109557009,ADIPOQ,-,-,-,1,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20250114,-
9915,109572536,FTO,-,-,-,18,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20250110,-
9915,109577718,MC4R,-,-,-,24,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20250115,-
9925,100861239,MC4R,-,-,Ensembl:ENSCHIG00000004552,24,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20250129,-
9925,100861309,PPARG,-,PPARG2,Ensembl:ENSCHIG00000015877,22,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma|PPAR gamma|peroxisome proliferator activated receptor gamma2|peroxisome proliferator-activated receptor gamma 2|proliferator activated receptor-gamma1,20250129,-
9925,102173125,ADIPOQ,-,GBP28|qpM1,-,1,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin|adipocyte complement related protein,20240310,-
9925,102180987,LEPR,-,-,Ensembl:ENSCHIG00000023226,3,-,leptin receptor,protein-coding,-,-,-,leptin receptor|leptin receptor long form,20250129,-
9925,102183353,FTO,-,-,Ensembl:ENSCHIG00000009126,18,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO|fat mass and obesity associated protein,20250129,-
9940,443264,LEPR,-,-,EnsemblRapid:ENSOARG00020006509,1,-,leptin receptor,protein-coding,-,-,-,leptin receptor|cytokine receptor,20240305,-
9940,443513,PPARG,-,PPAR gamma|PPARg2,EnsemblRapid:ENSOARG00020025834,19,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma|peroxisome proliferator activated receptor gamma 1 protein,20240305,-
9940,100125353,FTO,-,-,EnsemblRapid:ENSOARG00020008419,14,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO|fat mass and obesity associated,20241203,-
9940,100147707,MC4R,-,-,EnsemblRapid:ENSOARG00020039131,23,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240308,-
9940,101111848,ADIPOQ,-,-,EnsemblRapid:ENSOARG00020029366,1,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240308,-
9974,108394347,PPARG,-,-,-,Un,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240314,-
9974,108396781,ADIPOQ,-,-,-,Un,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240314,-
9974,108399599,MC4R,-,-,-,Un,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240314,-
9974,108406161,LEPR,-,-,-,Un,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240314,-
9974,108406816,FTO,-,-,-,Un,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9978,101518525,MC4R,-,-,-,18,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240308,-
9978,101520415,FTO,-,-,-,16,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9978,101533464,ADIPOQ,-,-,-,3,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240308,-
9978,101533802,PPARG,-,-,-,21,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240308,-
9978,101536261,LEPR,-,-,-,2,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240308,-
9983,133748484,FTO,-,-,-,19,-,FTO alpha-ketoglutarate dependent dioxygenase,protein-coding,-,-,-,alpha-ketoglutarate-dependent dioxygenase FTO,20240411,-
9983,133748645,ADIPOQ,-,-,-,2,-,"adiponectin, C1Q and collagen domain containing",protein-coding,-,-,-,adiponectin,20240329,-
9983,133759850,LEPR,-,-,-,5,-,leptin receptor,protein-coding,-,-,-,leptin receptor,20240329,-
9983,133766628,MC4R,-,-,-,9,-,melanocortin 4 receptor,protein-coding,-,-,-,melanocortin receptor 4,20240329,-
9983,133766768,PPARG,-,-,-,9,-,peroxisome proliferator activated receptor gamma,protein-coding,-,-,-,peroxisome proliferator-activated receptor gamma,20240329,-
